id;description;title;device_id
1375;3G, 4G LTE;Поколение мобильной связи:;240
1376;6.39;"Размер дисплея ('"):";240
1377;Android 10;Операционная система:;240
1378;да;Поддержка двух SIM-карт:;240
1379;серый;Цвет:;240
1380;Китай;Страна-производитель:;240
1381;4G LTE;Поколение мобильной связи:;241
1382;6.39;"Размер дисплея ('"):";241
1383;Android 10;Операционная система:;241
1384;да;Поддержка двух SIM-карт:;241
1385;синий;Цвет:;241
1386;Китай;Страна-производитель:;241
1387;3G, 4G LTE;Поколение мобильной связи:;242
1388;6.43;"Размер дисплея ('"):";242
1389;ColorOS 11.1;Операционная система:;242
1390;да;Поддержка двух SIM-карт:;242
1391;черный;Цвет:;242
1392;Китай;Страна-производитель:;242
1393;3G, 4G LTE;Поколение мобильной связи:;243
1394;6.43;"Размер дисплея ('"):";243
1395;ColorOS 11.1;Операционная система:;243
1396;да;Поддержка двух SIM-карт:;243
1397;синий;Цвет:;243
1398;Китай;Страна-производитель:;243
1399;3G, 4G LTE;Поколение мобильной связи:;244
1400;6.43;"Размер дисплея ('"):";244
1401;Android 11;Операционная система:;244
1402;да;Поддержка двух SIM-карт:;244
1403;фиолетовый;Цвет:;244
1404;Китай;Страна-производитель:;244
1405;3G, 4G LTE;Поколение мобильной связи:;245
1406;6.43;"Размер дисплея ('"):";245
1407;Android 11;Операционная система:;245
1408;да;Поддержка двух SIM-карт:;245
1409;черный;Цвет:;245
1410;Китай;Страна-производитель:;245
1411;3G, 4G LTE;Поколение мобильной связи:;246
1412;6.51;"Размер дисплея ('"):";246
1413;ColorOS 7.2;Операционная система:;246
1414;да;Поддержка двух SIM-карт:;246
1415;синий;Цвет:;246
1416;Китай;Страна-производитель:;246
1417;3G, 4G LTE;Поколение мобильной связи:;247
1418;6.43;"Размер дисплея ('"):";247
1419;Android 10;Операционная система:;247
1420;да;Поддержка двух SIM-карт:;247
1421;синий;Цвет:;247
1422;Китай;Страна-производитель:;247
1423;3G, 4G LTE;Поколение мобильной связи:;248
1424;6.51;"Размер дисплея ('"):";248
1425;ColorOS 7.2;Операционная система:;248
1426;да;Поддержка двух SIM-карт:;248
1427;черный;Цвет:;248
1428;Китай;Страна-производитель:;248
1429;3G, 4G LTE;Поколение мобильной связи:;249
1430;6.52;"Размер дисплея ('"):";249
1431;Android 10;Операционная система:;249
1432;да;Поддержка двух SIM-карт:;249
1433;черный;Цвет:;249
1434;Китай;Страна-производитель:;249
1435;3G, 4G LTE;Поколение мобильной связи:;250
1436;6.51;"Размер дисплея ('"):";250
1437;ColorOS 7.2;Операционная система:;250
1438;да;Поддержка двух SIM-карт:;250
1439;синий;Цвет:;250
1440;Китай;Страна-производитель:;250
1441;3G, 4G LTE;Поколение мобильной связи:;251
1442;6.51;"Размер дисплея ('"):";251
1443;ColorOS 7.2;Операционная система:;251
1444;да;Поддержка двух SIM-карт:;251
1445;черный;Цвет:;251
1446;Китай;Страна-производитель:;251
1447;3G, 4G LTE, VoLTE;Поколение мобильной связи:;252
1448;6.4;"Размер дисплея ('"):";252
1449;ColorOS 11.1;Операционная система:;252
1450;да;Поддержка двух SIM-карт:;252
1452;Китай;Страна-производитель:;252
1453;3G, 4G LTE;Поколение мобильной связи:;253
1454;6.43;"Размер дисплея ('"):";253
1455;Android 10;Операционная система:;253
1456;нет;Поддержка двух SIM-карт:;253
1457;черный;Цвет:;253
1458;Китай;Страна-производитель:;253
1459;3G, 4G LTE;Поколение мобильной связи:;254
1460;6.52;"Размер дисплея ('"):";254
1461;Android 10;Операционная система:;254
1462;да;Поддержка двух SIM-карт:;254
1463;синий;Цвет:;254
1464;Китай;Страна-производитель:;254
1465;3G, 4G LTE, VoLTE;Поколение мобильной связи:;255
1466;6.4;"Размер дисплея ('"):";255
1467;ColorOS 11.1;Операционная система:;255
1468;да;Поддержка двух SIM-карт:;255
1469;лазурный;Цвет:;255
1470;Китай;Страна-производитель:;255
1471;4G LTE;Поколение мобильной связи:;256
1472;6.5;"Размер дисплея ('"):";256
1473;Android 11;Операционная система:;256
1474;да;Поддержка двух SIM-карт:;256
1475;синий;Цвет:;256
1476;Китай;Страна-производитель:;256
1477;4G LTE;Поколение мобильной связи:;257
1478;6.59;"Размер дисплея ('"):";257
1479;Android 11;Операционная система:;257
1480;да;Поддержка двух SIM-карт:;257
1481;черный;Цвет:;257
1482;Китай;Страна-производитель:;257
1483;4G LTE;Поколение мобильной связи:;258
1484;6.59;"Размер дисплея ('"):";258
